CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned
15106,17,100,1422.52,4,4,3,11,Champions,0
15107,310,16,319.5,1,1,2,4,Lost,1
15109,245,28,484.95,1,2,2,5,At Risk,1
15110,23,35,996.1,3,2,3,8,Loyal,0
15111,28,84,1567.48,3,3,4,10,Champions,0
15113,9,93,3428.73,4,3,4,11,Champions,0
15114,29,197,2760.56,3,4,4,11,Champions,0
15115,17,21,340.11,4,2,2,8,Loyal,0
15116,17,45,1352.75,4,3,3,10,Champions,0
15117,14,79,1551.78,4,3,3,10,Champions,0
15118,133,1,244.8,2,1,1,4,Lost,1
15119,245,14,266.4,1,1,1,3,Lost,1
15120,133,21,358.82,2,2,2,6,At Risk,1
15121,49,28,457.72,3,2,2,7,Loyal,0
15122,113,82,1633.78,2,3,4,9,Loyal,1
15123,6,106,2199.31,4,4,4,12,Champions,0
15124,22,15,184.19,3,1,1,5,At Risk,0
15125,24,127,11528.48,3,4,4,11,Champions,0
15127,65,16,406.53,2,1,2,5,At Risk,0
15128,59,102,1471,2,4,3,9,Loyal,0
15129,49,84,3447.4,3,3,4,10,Champions,0
15130,169,22,330.11,1,2,2,5,At Risk,1
15132,17,52,977.93,4,3,3,10,Champions,0
15133,127,29,982.42,2,2,3,7,Loyal,1
15134,14,73,1387.99,4,3,3,10,Champions,0
15135,238,9,139.05,1,1,1,3,Lost,1
15136,2,68,1286.7,4,3,3,10,Champions,0
15139,239,13,178.96,1,1,1,3,Lost,1
15140,51,80,2354.25,2,3,4,9,Loyal,0
15142,45,26,498.74,3,2,2,7,Loyal,0
15143,225,14,259.45,1,1,1,3,Lost,1
15144,7,217,6580.44,4,4,4,12,Champions,0
15145,3,67,1194.73,4,3,3,10,Champions,0
15146,164,91,1327.16,1,3,3,7,Loyal,1
15147,239,28,623.5,1,2,2,5,At Risk,1
15148,10,20,301.29,4,2,2,8,Loyal,0
15149,133,23,520.8,2,2,2,6,At Risk,1
15150,16,341,5291.33,4,4,4,12,Champions,0
15152,9,271,4745.69,4,4,4,12,Champions,0
15153,30,22,329.25,3,2,2,7,Loyal,0
15154,74,66,240.18,2,3,1,6,At Risk,0
15156,0,55,961.49,4,3,3,10,Champions,0
15157,3,125,1936.07,4,4,4,12,Champions,0
15158,44,7,401.4,3,1,2,6,At Risk,0
15159,1,710,18641.01,4,4,4,12,Champions,0
15160,356,4,158.16,1,1,1,3,Lost,1
15163,17,29,304.47,4,2,2,8,Loyal,0
15164,68,99,814.52,2,4,3,9,Loyal,0
15165,372,27,487.75,1,2,2,5,At Risk,1
15167,320,39,158.8,1,2,1,4,Lost,1
15168,25,5,106.56,3,1,1,5,At Risk,0
15171,330,5,1289.5,1,1,3,5,At Risk,1
15172,8,110,1624.05,4,4,4,12,Champions,0
15174,322,11,135.75,1,1,1,3,Lost,1
15175,71,23,224.14,2,2,1,5,At Risk,0
15178,259,3,40.5,1,1,1,3,Lost,1
15179,17,93,2206.95,4,3,4,11,Champions,0
15180,366,6,87.5,1,1,1,3,Lost,1
15181,65,16,689.48,2,1,3,6,At Risk,0
15182,153,29,622.85,1,2,2,5,At Risk,1
15184,28,62,402.2,3,3,2,8,Loyal,0
15185,69,21,310.62,2,2,2,6,At Risk,0
15186,13,19,411.41,4,2,2,8,Loyal,0
15187,1,91,4777.18,4,3,4,11,Champions,0
15189,0,212,16225.39,4,4,4,12,Champions,0
15192,119,51,1044.32,2,3,3,8,Loyal,1
15193,60,19,499.32,2,2,2,6,At Risk,0
15194,2,310,7616.53,4,4,4,12,Champions,0
15195,2,1,3861,4,1,4,9,Loyal,0
15197,10,32,1079.61,4,2,3,9,Loyal,0
15198,91,10,193.64,2,1,1,4,Lost,1
15199,58,13,1268.7,2,1,3,6,At Risk,0
15201,86,69,1236.54,2,3,3,8,Loyal,0
15203,25,142,1827.8,3,4,4,11,Champions,0
15204,356,9,316.58,1,1,2,4,Lost,1
15205,84,37,653.24,2,2,3,7,Loyal,0
15206,9,9,420.3,4,1,2,7,Loyal,0
15208,0,42,870.12,4,3,3,10,Champions,0
15210,224,20,331.18,1,2,2,5,At Risk,1
15211,59,52,894.41,2,3,3,8,Loyal,0
15212,240,5,101.8,1,1,1,3,Lost,1
15213,318,24,328.35,1,2,2,5,At Risk,1
15214,1,110,1661.44,4,4,4,12,Champions,0
15215,46,35,734.94,3,2,3,8,Loyal,0
15216,87,2,96.6,2,1,1,4,Lost,0
15218,10,165,5756.13,4,4,4,12,Champions,0
15219,175,9,305.75,1,1,2,4,Lost,1
15220,51,117,1778.96,2,4,4,10,Champions,0
15221,365,5,403.25,1,1,2,4,Lost,1
15222,318,5,585,1,1,2,4,Lost,1
15223,225,20,755.75,1,2,3,6,At Risk,1
15224,357,14,322.08,1,1,2,4,Lost,1
15225,233,23,409.4,1,2,2,5,At Risk,1
15226,310,8,154.41,1,1,1,3,Lost,1
15227,36,58,1219.4,3,3,3,9,Loyal,0
15228,65,125,3386.71,2,4,4,10,Champions,0
15230,238,23,429.6,1,2,2,5,At Risk,1
15232,112,31,612.06,2,2,2,6,At Risk,1
15234,276,14,197,1,1,1,3,Lost,1
15235,217,143,2247.51,1,4,4,9,Loyal,1
15236,298,15,321.05,1,1,2,4,Lost,1
15237,1,99,1412.32,4,4,3,11,Champions,0
15238,28,50,1071.99,3,3,3,9,Loyal,0
15239,9,49,780.59,4,3,3,10,Champions,0
15240,44,78,1706.57,3,3,4,10,Champions,0
15241,66,110,1756.44,2,4,4,10,Champions,0
15243,73,22,316.68,2,2,2,6,At Risk,0
15244,64,34,631.57,2,2,2,6,At Risk,0
15245,133,89,2515.84,2,3,4,9,Loyal,1
15246,237,33,514.15,1,2,2,5,At Risk,1
15247,121,6,356,2,1,2,5,At Risk,1
15249,31,350,6688.46,3,4,4,11,Champions,0
15251,8,111,10484.99,4,4,4,12,Champions,0
15252,35,44,740.78,3,3,3,9,Loyal,0
15253,15,53,918.2,4,3,3,10,Champions,0
15254,126,18,300.36,2,2,2,6,At Risk,1
15255,66,47,890.85,2,3,3,8,Loyal,0
15256,148,6,98.45,1,1,1,3,Lost,1
15257,282,7,317.15,1,1,2,4,Lost,1
15258,168,34,623.16,1,2,2,5,At Risk,1
15260,99,77,1810.77,2,3,4,9,Loyal,1
15261,134,19,254.82,2,2,1,5,At Risk,1
15262,323,10,178.95,1,1,1,3,Lost,1
15263,106,12,156.51,2,1,1,4,Lost,1
15264,63,23,393.74,2,2,2,6,At Risk,0
15265,150,82,1506.12,1,3,3,7,Loyal,1
15266,337,6,119.3,1,1,1,3,Lost,1
15267,21,11,1717.36,3,1,4,8,Loyal,0
15269,23,2,408.8,3,1,2,6,At Risk,0
15270,15,41,2379.49,4,3,4,11,Champions,0
15271,6,254,2407.36,4,4,4,12,Champions,0
15272,56,63,721.94,2,3,3,8,Loyal,0
15274,3,47,716.57,4,3,3,10,Champions,0
15275,37,41,615.14,3,3,2,8,Loyal,0
15276,65,49,128.63,2,3,1,6,At Risk,0
15277,46,12,255.9,3,1,1,5,At Risk,0
15279,354,19,290.51,1,2,1,4,Lost,1
15280,171,16,113.12,1,1,1,3,Lost,1
15281,58,139,2332.15,2,4,4,10,Champions,0
15286,49,3,240.55,3,1,1,5,At Risk,0
15287,21,20,486.69,3,2,2,7,Loyal,0
15288,42,88,2306.52,3,3,4,10,Champions,0
15289,28,58,939.78,3,3,3,9,Loyal,0
15290,4,204,7943.22,4,4,4,12,Champions,0
15291,25,103,4668.3,3,4,4,11,Champions,0
15292,200,24,178.39,1,2,1,4,Lost,1
15296,50,194,3672.86,3,4,4,11,Champions,0
15297,9,39,641.94,4,2,3,9,Loyal,0
15298,1,192,4799.9,4,4,4,12,Champions,0
15299,66,7,4507.01,2,1,4,7,Loyal,0
15300,63,28,496.44,2,2,2,6,At Risk,0
15301,50,242,5049.95,3,4,4,11,Champions,0
15303,289,31,574.02,1,2,2,5,At Risk,1
15304,60,23,694.4,2,2,3,7,Loyal,0
15306,63,58,1174.35,2,3,3,8,Loyal,0
15307,95,12,205.3,2,1,1,4,Lost,1
15308,273,19,310.47,1,2,2,5,At Risk,1
15311,0,2357,60596.73,4,4,4,12,Champions,0
15312,74,47,924.85,2,3,3,8,Loyal,0
15313,109,1,52,2,1,1,4,Lost,1
15314,198,24,327.97,1,2,2,5,At Risk,1
15315,63,37,570.5,2,2,2,6,At Risk,0
15316,326,1,165,1,1,1,3,Lost,1
15318,3,33,312.62,4,2,2,8,Loyal,0
15319,283,16,204.5,1,1,1,3,Lost,1
15320,43,36,267.13,3,2,1,6,At Risk,0
15321,70,95,2748.31,2,3,4,9,Loyal,0
15322,85,42,679.68,2,3,3,8,Loyal,0
15325,103,47,160.09,2,3,1,6,At Risk,1
15326,333,29,311.71,1,2,2,5,At Risk,1
15327,52,10,208.75,2,1,1,4,Lost,0
15329,38,57,1049.7,3,3,3,9,Loyal,0
15330,31,13,714.96,3,1,3,7,Loyal,0
15333,207,16,1028.56,1,1,3,5,At Risk,1
15334,156,96,347.72,1,3,2,6,At Risk,1
15335,52,34,167.72,2,2,1,5,At Risk,0
15339,65,84,561.62,2,3,2,7,Loyal,0
15341,80,17,2020.52,2,2,4,8,Loyal,0
15342,129,24,406.09,2,2,2,6,At Risk,1
15343,86,21,364.5,2,2,2,6,At Risk,0
15344,0,26,563.94,4,2,2,8,Loyal,0
15345,45,20,393.54,3,2,2,7,Loyal,0
15346,332,17,252.42,1,2,1,4,Lost,1
15347,365,5,201.6,1,1,1,3,Lost,1
15348,71,9,158.04,2,1,1,4,Lost,0
15349,157,70,461.36,1,3,2,6,At Risk,1
15350,372,5,115.65,1,1,1,3,Lost,1
15351,11,212,1872.78,4,4,4,12,Champions,0
15353,254,60,767.62,1,3,3,7,Loyal,1
15355,28,14,277.05,3,1,1,5,At Risk,0
15356,30,489,2667.42,3,4,4,11,Champions,0
15358,4,551,8347.2,4,4,4,12,Champions,0
15360,39,13,427.93,3,1,2,6,At Risk,0
15361,361,7,418.92,1,1,2,4,Lost,1
15363,372,16,326,1,1,2,4,Lost,1
15364,95,29,913.19,2,2,3,7,Loyal,1
15365,25,114,2314.32,3,4,4,11,Champions,0
15366,74,44,602.51,2,3,2,7,Loyal,0
15367,56,95,1877.59,2,3,4,9,Loyal,0
15368,20,4,446.94,3,1,2,6,At Risk,0
15370,40,93,2123.25,3,3,4,10,Champions,0
15372,136,27,2007.4,2,2,4,8,Loyal,1
15373,7,130,2389.01,4,4,4,12,Champions,0
15374,128,3,168,2,1,1,4,Lost,1
15376,39,115,1203.86,3,4,3,10,Champions,0
15379,168,194,3703.29,1,4,4,9,Loyal,1
15380,8,36,1690.26,4,2,4,10,Champions,0
15381,213,8,596.85,1,1,2,4,Lost,1
15382,14,302,5955.71,4,4,4,12,Champions,0
15384,169,41,642.41,1,3,3,7,Loyal,1
15385,39,12,316.88,3,1,2,6,At Risk,0
15386,185,31,394.14,1,2,2,5,At Risk,1
15389,171,1,500,1,1,2,4,Lost,1
15392,4,84,1535.53,4,3,3,10,Champions,0
15393,15,12,231.86,4,1,1,6,At Risk,0
15394,9,85,2183.54,4,3,4,11,Champions,0
15395,325,7,107.45,1,1,1,3,Lost,1
15396,112,14,288.18,2,1,1,4,Lost,1
15397,289,6,94,1,1,1,3,Lost,1
15398,15,73,1345.53,4,3,3,10,Champions,0
15399,0,50,815.77,4,3,3,10,Champions,0
15400,91,12,716.2,2,1,3,6,At Risk,1
15402,148,42,626.77,1,3,2,6,At Risk,1
15405,188,8,349.1,1,1,2,4,Lost,1
15406,30,52,501.86,3,3,2,8,Loyal,0
15407,33,146,1042.63,3,4,3,10,Champions,0
15408,263,34,267.18,1,2,1,4,Lost,1
15410,83,122,3450.84,2,4,4,10,Champions,0
15411,25,97,1342.43,3,3,3,9,Loyal,0
15412,170,10,190.53,1,1,1,3,Lost,1
15414,9,39,774.9,4,2,3,9,Loyal,0
15415,312,46,554.57,1,3,2,6,At Risk,1
15416,64,192,3984.32,2,4,4,10,Champions,0
15417,84,28,508.8,2,2,2,6,At Risk,0
15419,24,8,135.86,3,1,1,5,At Risk,0
15421,58,53,950.36,2,3,3,8,Loyal,0
15422,322,6,97.7,1,1,1,3,Lost,1
15423,37,2,43.5,3,1,1,5,At Risk,0
15424,253,17,383.34,1,2,2,5,At Risk,1
15426,18,264,1340.94,3,4,3,10,Champions,0
15427,32,273,1366.1,3,4,3,10,Champions,0
15428,14,6,93.78,4,1,1,6,At Risk,0
15429,26,79,386.1,3,3,2,8,Loyal,0
15432,22,10,171.19,3,1,1,5,At Risk,0
15433,213,41,533.3,1,3,2,6,At Risk,1
15434,7,55,1041.48,4,3,3,10,Champions,0
15435,21,29,149.29,3,2,1,6,At Risk,0
15436,11,277,1013.52,4,4,3,11,Champions,0
15437,261,44,198.86,1,3,1,5,At Risk,1
15438,130,25,156.58,2,2,1,5,At Risk,1
15440,54,60,381.44,2,3,2,7,Loyal,0
15442,248,2,594,1,1,2,4,Lost,1
15443,1,349,3073.46,4,4,4,12,Champions,0
15444,8,212,1398.46,4,4,3,11,Champions,0
15445,263,5,113.5,1,1,1,3,Lost,1
15447,330,9,155.17,1,1,1,3,Lost,1
15448,312,28,494.64,1,2,2,5,At Risk,1
15449,25,60,974.52,3,3,3,9,Loyal,0
15450,29,30,429.84,3,2,2,7,Loyal,0
15452,29,51,512.78,3,3,2,8,Loyal,0
15453,1,264,1306.47,4,4,3,11,Champions,0
15454,361,23,161.6,1,2,1,4,Lost,1
15456,282,58,434.59,1,3,2,6,At Risk,1
15457,261,56,228.67,1,3,1,5,At Risk,1
15458,24,7,161.64,3,1,1,5,At Risk,0
15460,353,53,199.11,1,3,1,5,At Risk,1
15462,93,11,234.6,2,1,1,4,Lost,1
15463,28,7,126.14,3,1,1,5,At Risk,0
15464,337,155,1044.65,1,4,3,8,Loyal,1
15465,19,97,7354.62,3,3,4,10,Champions,0
15466,84,56,331.13,2,3,2,7,Loyal,0
15467,8,51,522.93,4,3,2,9,Loyal,0
15468,50,24,467.51,3,2,2,7,Loyal,0
15469,49,24,538.55,3,2,2,7,Loyal,0
15471,1,67,426.41,4,3,2,9,Loyal,0
15472,112,76,371.56,2,3,2,7,Loyal,1
15473,13,11,1771.2,4,1,4,9,Loyal,0
15475,76,29,454.11,2,2,2,6,At Risk,0
15478,39,44,1399.92,3,3,3,9,Loyal,0
15482,15,97,10879.76,4,3,4,11,Champions,0
15483,160,79,220.65,1,3,1,5,At Risk,1
15484,0,187,3590.41,4,4,4,12,Champions,0
15485,29,85,2564.5,3,3,4,10,Champions,0
15488,92,2,91.32,2,1,1,4,Lost,1
15489,22,50,1134.28,3,3,3,9,Loyal,0
15491,94,154,3100.09,2,4,4,10,Champions,1
15492,27,35,659.46,3,2,3,8,Loyal,0
15493,32,271,1831.79,3,4,4,11,Champions,0
15494,20,121,1265.28,3,4,3,10,Champions,0
15497,17,15,1262.2,4,1,3,8,Loyal,0
15498,2,512,13316.4,4,4,4,12,Champions,0
15500,7,68,1131.56,4,3,3,10,Champions,0
15502,15,211,10232.71,4,4,4,12,Champions,0
15503,362,66,141.04,1,3,1,5,At Risk,1
15504,80,13,52.83,2,1,1,4,Lost,0
15505,52,97,3610.96,2,3,4,9,Loyal,0
15506,22,151,916.76,3,4,3,10,Champions,0
15507,171,41,414.21,1,3,2,6,At Risk,1
15508,188,92,1000.27,1,3,3,7,Loyal,1
15510,330,1,250,1,1,1,3,Lost,1
15511,11,151,883.63,4,4,3,11,Champions,0
15512,155,7,121,1,1,1,3,Lost,1
15513,32,308,14758.22,3,4,4,11,Champions,0
15514,11,157,3880.92,4,4,4,12,Champions,0
15516,44,15,62.43,3,1,1,5,At Risk,0
15517,232,27,267.03,1,2,1,4,Lost,1
15518,63,207,1880.6,2,4,4,10,Champions,0
15520,1,18,343.5,4,2,2,8,Loyal,0
15521,39,185,3000.2,3,4,4,11,Champions,0
15522,32,55,387.49,3,3,2,8,Loyal,0
15523,83,10,412.01,2,1,2,5,At Risk,0
15524,24,1,440,3,1,2,6,At Risk,0
15525,1,145,692.96,4,4,3,11,Champions,0
15526,32,4,148.44,3,1,1,5,At Risk,0
15527,18,159,2330.93,3,4,4,11,Champions,0
15528,253,26,229.33,1,2,1,4,Lost,1
15529,22,652,3940.31,3,4,4,11,Champions,0
15530,21,103,1471.51,3,4,3,10,Champions,0
15531,7,213,1959.17,4,4,4,12,Champions,0
15532,24,249,1554.29,3,4,3,10,Champions,0
15533,18,83,807.57,3,3,3,9,Loyal,0
15535,172,71,495.4,1,3,2,6,At Risk,1
15537,162,24,110.92,1,2,1,4,Lost,1
15539,6,41,538.46,4,3,2,9,Loyal,0
15540,10,15,213.3,4,1,1,6,At Risk,0
15541,113,29,85.13,2,2,1,5,At Risk,1
15543,287,26,126.16,1,2,1,4,Lost,1
15544,8,259,3546.71,4,4,4,12,Champions,0
15545,53,80,288.97,2,3,1,6,At Risk,0
15547,6,680,4838.18,4,4,4,12,Champions,0
15549,76,109,1635.91,2,4,4,10,Champions,0
15550,3,61,575.63,4,3,2,9,Loyal,0
15551,36,29,436.06,3,2,2,7,Loyal,0
15552,216,17,90.12,1,2,1,4,Lost,1
15553,59,51,406.08,2,3,2,7,Loyal,0
15554,277,14,217.2,1,1,1,3,Lost,1
15555,11,878,4770.03,4,4,4,12,Champions,0
15556,23,31,279.77,3,2,1,6,At Risk,0
15557,28,16,407.63,3,1,2,6,At Risk,0
15561,11,27,800.59,4,2,3,9,Loyal,0
15562,351,1,134.55,1,1,1,3,Lost,1
15563,21,113,1400.44,3,4,3,10,Champions,0
15565,49,8,173.16,3,1,1,5,At Risk,0
15567,18,7,186.01,3,1,1,5,At Risk,0
15568,2,53,758.29,4,3,3,10,Champions,0
15569,103,31,1375.71,2,2,3,7,Loyal,1
15570,6,306,4023.77,4,4,4,12,Champions,0
15571,11,55,640.1,4,3,3,10,Champions,0
15572,4,205,2498.95,4,4,4,12,Champions,0
15573,31,91,551.37,3,3,2,8,Loyal,0
15574,177,143,638.97,1,4,3,8,Loyal,1
15576,37,43,921.37,3,3,3,9,Loyal,0
15577,150,39,258.88,1,2,1,4,Lost,1
15578,161,13,127.1,1,1,1,3,Lost,1
15579,68,46,301.04,2,3,2,7,Loyal,0
15581,120,144,3671.52,2,4,4,10,Champions,1
15582,24,44,682.91,3,3,3,9,Loyal,0
15584,23,122,720.86,3,4,3,10,Champions,0
15585,176,31,455.3,1,2,2,5,At Risk,1
15587,49,9,913.68,3,1,3,7,Loyal,0
15589,255,29,478.53,1,2,2,5,At Risk,1
15592,46,24,388.58,3,2,2,7,Loyal,0
15593,70,5,199.8,2,1,1,4,Lost,0
15594,15,103,1771.78,4,4,4,12,Champions,0
15596,100,77,1406.59,2,3,3,8,Loyal,1
15597,34,22,324.57,3,2,2,7,Loyal,0
15598,52,14,240.68,2,1,1,4,Lost,0
15599,26,52,761.74,3,3,3,9,Loyal,0
15601,10,410,6776.56,4,4,4,12,Champions,0
15602,7,46,1297.87,4,3,3,10,Champions,0
15603,78,2,48.48,2,1,1,4,Lost,0
15604,51,17,216.39,2,2,1,5,At Risk,0
15605,35,67,1198.23,3,3,3,9,Loyal,0
15606,60,77,2920.16,2,3,4,9,Loyal,0
15607,336,13,104.76,1,1,1,3,Lost,1
15608,27,60,1093.68,3,3,3,9,Loyal,0
15609,183,16,298.48,1,1,2,4,Lost,1
15610,51,6,112.46,2,1,1,4,Lost,0
15611,9,43,1591.45,4,3,4,11,Champions,0
15612,35,6,195.15,3,1,1,5,At Risk,0
15615,9,423,10399.74,4,4,4,12,Champions,0
15618,32,45,776.851,3,3,3,9,Loyal,0
15619,10,3,336.4,4,1,2,7,Loyal,0
15620,56,100,1553.18,2,4,3,9,Loyal,0
15621,3,15,1214.07,4,1,3,8,Loyal,0
15622,42,185,3709.56,3,4,4,11,Champions,0
15623,140,19,301.03,2,2,2,6,At Risk,1
15624,116,34,588.13,2,2,2,6,At Risk,1
15625,103,64,1534.26,2,3,3,8,Loyal,1
15626,74,49,675.8,2,3,3,8,Loyal,0
15628,4,155,2870.24,4,4,4,12,Champions,0
15630,44,60,1186.35,3,3,3,9,Loyal,0
15632,15,167,3285.31,4,4,4,12,Champions,0
15634,16,15,243.55,4,1,1,6,At Risk,0
15636,89,25,724.76,2,2,3,7,Loyal,0
15637,52,15,223.36,2,1,1,4,Lost,0
15639,133,25,425.32,2,2,2,6,At Risk,1
15640,3,474,12339.37,4,4,4,12,Champions,0
15641,104,119,1887.2,2,4,4,10,Champions,1
15643,191,33,664,1,2,3,6,At Risk,1
15644,165,226,784.2,1,4,3,8,Loyal,1
15645,18,50,604.54,3,3,2,8,Loyal,0
15646,157,35,447.64,1,2,2,5,At Risk,1
15648,203,24,639.5,1,2,3,6,At Risk,1
15649,335,2,816,1,1,3,5,At Risk,1
15651,36,32,646.3,3,2,3,8,Loyal,0
15652,90,21,337.74,2,2,2,6,At Risk,0
15653,92,6,877.44,2,1,3,6,At Risk,1
15654,8,21,922.53,4,2,3,9,Loyal,0
15655,242,34,560.67,1,2,2,5,At Risk,1
15656,44,47,748.5,3,3,3,9,Loyal,0
15657,22,1,30,3,1,1,5,At Risk,0
15658,189,48,1024.1,1,3,3,7,Loyal,1
15659,43,11,306.45,3,1,2,6,At Risk,0
15660,24,90,1600.86,3,3,4,10,Champions,0
15661,316,5,309.8,1,1,2,4,Lost,1
15663,105,9,138.14,2,1,1,4,Lost,1
15664,50,17,386.43,3,2,2,7,Loyal,0
15665,167,115,2222.21,1,4,4,9,Loyal,1
15667,39,13,301.32,3,1,2,6,At Risk,0
15668,217,1,76.32,1,1,1,3,Lost,1
15669,39,33,684.34,3,2,3,8,Loyal,0
15670,296,12,173.05,1,1,1,3,Lost,1
15671,18,78,2657.13,3,3,4,10,Champions,0
15673,87,132,2452.57,2,4,4,10,Champions,0
15674,72,114,2446.6,2,4,4,10,Champions,0
15675,80,21,323.69,2,2,2,6,At Risk,0
15676,18,202,3435.76,3,4,4,11,Champions,0
15677,48,33,657.23,3,2,3,8,Loyal,0
15678,52,12,352.7,2,1,2,5,At Risk,0
15679,23,110,781.28,3,4,3,10,Champions,0
15680,8,78,1333.68,4,3,3,10,Champions,0
15681,24,53,1426.16,3,3,3,9,Loyal,0
15683,116,10,193.75,2,1,1,4,Lost,1
15687,8,166,2993.1,4,4,4,12,Champions,0
15689,119,9,254.1,2,1,1,4,Lost,1
15690,3,19,239.76,4,2,1,7,Loyal,0
15691,251,2,136.8,1,1,1,3,Lost,1
15692,27,12,191.04,3,1,1,5,At Risk,0
15694,0,78,6479.4,4,3,4,11,Champions,0
15695,266,22,409.98,1,2,2,5,At Risk,1
15696,32,163,2672.59,3,4,4,11,Champions,0
15699,17,18,309.65,4,2,2,8,Loyal,0
15700,171,85,692.93,1,3,3,7,Loyal,1
15701,1,223,1497.37,4,4,3,11,Champions,0
15703,264,5,211.5,1,1,1,3,Lost,1
15704,139,115,2283.12,2,4,4,10,Champions,1
15705,200,6,143.1,1,1,1,3,Lost,1
15706,63,55,1060.56,2,3,3,8,Loyal,0
15707,34,194,887.95,3,4,3,10,Champions,0
15708,40,260,3178.83,3,4,4,11,Champions,0
15709,283,6,133.25,1,1,1,3,Lost,1
15712,8,53,1072.36,4,3,3,10,Champions,0
15713,142,19,356.7,2,2,2,6,At Risk,1
15714,11,34,330.03,4,2,2,8,Loyal,0
15716,145,111,1075.71,1,4,3,8,Loyal,1
15717,233,7,150.3,1,1,1,3,Lost,1
15719,32,928,5014.5,3,4,4,11,Champions,0
15720,23,128,598.73,3,4,2,9,Loyal,0
15721,11,80,451.46,4,3,2,9,Loyal,0
15722,35,65,2177.61,3,3,4,10,Champions,0
15723,364,37,189,1,2,1,4,Lost,1
15724,200,11,218.25,1,1,1,3,Lost,1
15725,14,32,415.25,4,2,2,8,Loyal,0
15727,16,295,5072.21,4,4,4,12,Champions,0
15729,212,5,85,1,1,1,3,Lost,1
15730,65,70,1120.88,2,3,3,8,Loyal,0
15732,211,14,294.12,1,1,1,3,Lost,1
15733,282,10,162.3,1,1,1,3,Lost,1
15734,114,26,1339.45,2,2,3,7,Loyal,1
15737,14,71,1188.12,4,3,3,10,Champions,0
15738,18,172,4802.42,3,4,4,11,Champions,0
15739,65,8,449.12,2,1,2,5,At Risk,0
15740,48,9,154.88,3,1,1,5,At Risk,0
15743,15,84,772.59,4,3,3,10,Champions,0
15744,77,3,34.8,2,1,1,4,Lost,0
15745,18,62,1094.59,3,3,3,9,Loyal,0
15746,133,28,196.88,2,2,1,5,At Risk,1
15747,12,86,929.21,4,3,3,10,Champions,0
15748,39,19,131.86,3,2,1,6,At Risk,0
15749,234,10,44534.3,1,1,4,6,At Risk,1
15750,2,288,2453.9,4,4,4,12,Champions,0
15752,39,397,2593.45,3,4,4,11,Champions,0
15753,304,1,79.2,1,1,1,3,Lost,1
15754,50,28,458.57,3,2,2,7,Loyal,0
15755,9,141,2364.25,4,4,4,12,Champions,0
15756,60,190,527.23,2,4,2,8,Loyal,0
15757,65,45,714.42,2,3,3,8,Loyal,0
15758,24,9,205.25,3,1,1,5,At Risk,0
15759,217,7,253.04,1,1,1,3,Lost,1
15762,64,37,583.75,2,2,2,6,At Risk,0
15763,31,61,1086.92,3,3,3,9,Loyal,0
15764,87,180,3279.97,2,4,4,10,Champions,0
15766,63,11,315.06,2,1,2,5,At Risk,0
15768,115,27,621.83,2,2,2,6,At Risk,1
15769,6,130,56252.72,4,4,4,12,Champions,0
15773,5,10,635.68,4,1,2,7,Loyal,0
15774,68,25,270.8,2,2,1,5,At Risk,0
15775,244,7,104.9,1,1,1,3,Lost,1
15776,132,18,241.62,2,2,1,5,At Risk,1
15777,240,21,1047.11,1,2,3,6,At Risk,1
15780,183,29,475.28,1,2,2,5,At Risk,1
15781,24,20,345.46,3,2,2,7,Loyal,0
15782,9,43,2614.74,4,3,4,11,Champions,0
15783,10,14,246.3,4,1,1,6,At Risk,0
15785,32,83,2328.97,3,3,4,10,Champions,0
15786,45,266,4919,3,4,4,11,Champions,0
15787,25,193,919.25,3,4,3,10,Champions,0
15789,357,25,351.3,1,2,2,5,At Risk,1
15790,9,34,218.75,4,2,1,7,Loyal,0
15791,43,75,1612.69,3,3,4,10,Champions,0
15793,14,12,965.61,4,1,3,8,Loyal,0
15795,149,42,610.01,1,3,2,6,At Risk,1
15796,0,130,2701.81,4,4,4,12,Champions,0
15797,112,8,2207.4,2,1,4,7,Loyal,1
15799,75,95,876.09,2,3,3,8,Loyal,0
15800,106,117,696.89,2,4,3,9,Loyal,1
15801,45,64,1063.95,3,3,3,9,Loyal,0
15802,142,1,451.42,2,1,2,5,At Risk,1
15803,50,8,415.82,3,1,2,6,At Risk,0
15804,0,262,4206.39,4,4,4,12,Champions,0
15805,22,299,5488.18,3,4,4,11,Champions,0
15806,45,31,784.58,3,2,3,8,Loyal,0
15807,49,48,903.9,3,3,3,9,Loyal,0
15808,305,191,3619.22,1,4,4,9,Loyal,1
15809,35,35,515.77,3,2,2,7,Loyal,0
15810,78,89,1391.98,2,3,3,8,Loyal,0
15811,21,133,2218.62,3,4,4,11,Champions,0
15812,106,41,1801.14,2,3,4,9,Loyal,1
15813,207,40,1303.91,1,2,3,6,At Risk,1
15814,16,72,1945.33,4,3,4,11,Champions,0
15815,63,49,2100.6,2,3,4,9,Loyal,0
15819,48,123,1905.45,3,4,4,11,Champions,0
15820,319,17,206.98,1,2,1,4,Lost,1
15821,43,62,570.96,3,3,2,8,Loyal,0
15822,2,33,885.47,4,2,3,9,Loyal,0
15823,371,1,15,1,1,1,3,Lost,1
15825,171,20,532.94,1,2,2,5,At Risk,1
15826,55,68,1654.31,2,3,4,9,Loyal,0
15827,72,115,1836.09,2,4,4,10,Champions,0
